timestamp;buyer;seller;symbol;currency;price;quantity
2200;;SUBMISSION;AMETHYSTS;SEASHELLS;10002;1
2300;;;CHOCOLATE;SEASHELLS;7750;10
2500;;;STRAWBERRIES;SEASHELLS;3982;9
2500;;;ROSES;SEASHELLS;14432;5
2600;SUBMISSION;;STARFRUIT;SEASHELLS;5002;6
2600;SUBMISSION;;AMETHYSTS;SEASHELLS;9997;1
2600;SUBMISSION;;STARFRUIT;SEASHELLS;5002;1
2600;;;STARFRUIT;SEASHELLS;5001;1
2700;;;STRAWBERRIES;SEASHELLS;3983;5
2700;;;STRAWBERRIES;SEASHELLS;3984;9
2900;;;CHOCOLATE;SEASHELLS;7747;9
3000;SUBMISSION;;AMETHYSTS;SEASHELLS;9998;1
3000;;;STARFRUIT;SEASHELLS;5002;1
3200;SUBMISSION;;STARFRUIT;SEASHELLS;5004;5
3300;;SUBMISSION;STARFRUIT;SEASHELLS;5007;1
3300;;;ROSES;SEASHELLS;14447;4
3700;;;AMETHYSTS;SEASHELLS;9998;3
3700;;;STARFRUIT;SEASHELLS;5001;1
3800;;SUBMISSION;STARFRUIT;SEASHELLS;5006;2
3800;;SUBMISSION;AMETHYSTS;SEASHELLS;10004;2
3900;;;STARFRUIT;SEASHELLS;5006;1
3900;SUBMISSION;;AMETHYSTS;SEASHELLS;9998;1
3900;SUBMISSION;;STARFRUIT;SEASHELLS;5003;1
4100;;SUBMISSION;STARFRUIT;SEASHELLS;5005;1
4100;;;AMETHYSTS;SEASHELLS;10002;1
4100;;;STARFRUIT;SEASHELLS;5005;3
4300;SUBMISSION;;STARFRUIT;SEASHELLS;5002;1
4300;SUBMISSION;;STARFRUIT;SEASHELLS;5002;4
4300;SUBMISSION;;AMETHYSTS;SEASHELLS;9997;1
4500;SUBMISSION;;STARFRUIT;SEASHELLS;5002;1
4600;;;CHOCOLATE;SEASHELLS;7745;8
4700;;;STRAWBERRIES;SEASHELLS;3982;6
4900;;;CHOCOLATE;SEASHELLS;7745;5
5000;;SUBMISSION;STARFRUIT;SEASHELLS;5007;1
5100;SUBMISSION;;STARFRUIT;SEASHELLS;5003;8
5100;;SUBMISSION;ORCHIDS;SEASHELLS;1089;4
5200;;SUBMISSION;STARFRUIT;SEASHELLS;5006;5
5300;SUBMISSION;;STARFRUIT;SEASHELLS;5003;7
5300;SUBMISSION;;AMETHYSTS;SEASHELLS;9998;2
5700;;SUBMISSION;AMETHYSTS;SEASHELLS;10002;1
5700;SUBMISSION;;STARFRUIT;SEASHELLS;5003;1
5700;;;STRAWBERRIES;SEASHELLS;3983;7
5700;SUBMISSION;;AMETHYSTS;SEASHELLS;9997;2
5700;;;STARFRUIT;SEASHELLS;5003;1
6100;;;CHOCOLATE;SEASHELLS;7745;7
6200;;SUBMISSION;ORCHIDS;SEASHELLS;1084;5
6300;;;STARFRUIT;SEASHELLS;5003;1
6300;SUBMISSION;;AMETHYSTS;SEASHELLS;9997;1
6300;;;STARFRUIT;SEASHELLS;5003;10
6400;;;STARFRUIT;SEASHELLS;5004;1
6500;;SUBMISSION;AMETHYSTS;SEASHELLS;10002;1
6700;;;ROSES;SEASHELLS;14456;4
6700;;SUBMISSION;AMETHYSTS;SEASHELLS;10000;2
6800;;SUBMISSION;STARFRUIT;SEASHELLS;5008;5
6900;;;CHOCOLATE;SEASHELLS;7747;7
6900;SUBMISSION;;AMETHYSTS;SEASHELLS;9998;5
7200;;;CHOCOLATE;SEASHELLS;7749;4
7500;;;STARFRUIT;SEASHELLS;5005;5
7600;;;ROSES;SEASHELLS;14466;3
7700;;SUBMISSION;AMETHYSTS;SEASHELLS;10001;3
7700;;;STARFRUIT;SEASHELLS;5007;1
7800;;;ROSES;SEASHELLS;14463;4
8000;;;STARFRUIT;SEASHELLS;5006;1
8000;;SUBMISSION;AMETHYSTS;SEASHELLS;10003;2
8000;;SUBMISSION;STARFRUIT;SEASHELLS;5008;2
8000;;SUBMISSION;AMETHYSTS;SEASHELLS;10000;2
8000;;;AMETHYSTS;SEASHELLS;9998;1
8000;;SUBMISSION;STARFRUIT;SEASHELLS;5006;4
8100;;;STARFRUIT;SEASHELLS;5003;1
8200;;SUBMISSION;AMETHYSTS;SEASHELLS;10002;5
8600;;;ROSES;SEASHELLS;14443;2
8800;;SUBMISSION;STARFRUIT;SEASHELLS;5009;10
8800;SUBMISSION;;AMETHYSTS;SEASHELLS;9998;11
9100;;;STARFRUIT;SEASHELLS;5004;1
9100;;;CHOCOLATE;SEASHELLS;7756;5
9400;;SUBMISSION;AMETHYSTS;SEASHELLS;10000;2
9400;;SUBMISSION;AMETHYSTS;SEASHELLS;10003;8
9500;;;CHOCOLATE;SEASHELLS;7756;6
9600;SUBMISSION;;STARFRUIT;SEASHELLS;5008;3
9600;SUBMISSION;;AMETHYSTS;SEASHELLS;9996;9
9600;SUBMISSION;;STARFRUIT;SEASHELLS;5006;1
9700;SUBMISSION;;STARFRUIT;SEASHELLS;5006;1
9700;SUBMISSION;;STARFRUIT;SEASHELLS;5007;2
9900;;;ROSES;SEASHELLS;14454;1
10000;;;CHOCOLATE;SEASHELLS;7755;5
10100;SUBMISSION;;STARFRUIT;SEASHELLS;5007;14
10100;;;STARFRUIT;SEASHELLS;5006;1
10200;;SUBMISSION;AMETHYSTS;SEASHELLS;10003;5
10200;;SUBMISSION;AMETHYSTS;SEASHELLS;10002;1
10400;;SUBMISSION;AMETHYSTS;SEASHELLS;10002;1
10700;SUBMISSION;;AMETHYSTS;SEASHELLS;9998;1
10800;;SUBMISSION;STARFRUIT;SEASHELLS;5009;12
10900;SUBMISSION;;STARFRUIT;SEASHELLS;5007;4
11400;SUBMISSION;;AMETHYSTS;SEASHELLS;9996;9
11400;;;STARFRUIT;SEASHELLS;5011;1
11400;;;STARFRUIT;SEASHELLS;5008;2
11500;;;CHOCOLATE;SEASHELLS;7753;8
11600;SUBMISSION;;AMETHYSTS;SEASHELLS;9998;1
11600;;;STRAWBERRIES;SEASHELLS;3982;8
11700;;SUBMISSION;STARFRUIT;SEASHELLS;5010;3
11800;SUBMISSION;;STARFRUIT;SEASHELLS;5007;1
11800;;;AMETHYSTS;SEASHELLS;9998;1
11900;;SUBMISSION;STARFRUIT;SEASHELLS;5009;5
11900;;;CHOCOLATE;SEASHELLS;7752;8
12000;SUBMISSION;;STARFRUIT;SEASHELLS;5005;1
12000;;;STRAWBERRIES;SEASHELLS;3981;7
12100;;;CHOCOLATE;SEASHELLS;7752;8
12100;SUBMISSION;;AMETHYSTS;SEASHELLS;9998;1
12100;;;ROSES;SEASHELLS;14427;1
12200;;SUBMISSION;AMETHYSTS;SEASHELLS;10003;2
12200;;;GIFT_BASKET;SEASHELLS;69574;1
12200;;SUBMISSION;STARFRUIT;SEASHELLS;5009;2
12300;;;STARFRUIT;SEASHELLS;5009;1
12400;;SUBMISSION;STARFRUIT;SEASHELLS;5009;1
12500;;SUBMISSION;STARFRUIT;SEASHELLS;5007;3
12600;;SUBMISSION;AMETHYSTS;SEASHELLS;10002;1
12600;;;GIFT_BASKET;SEASHELLS;69588;1
12600;;SUBMISSION;STARFRUIT;SEASHELLS;5007;5
12700;SUBMISSION;;STARFRUIT;SEASHELLS;5004;1
12800;;SUBMISSION;STARFRUIT;SEASHELLS;5007;1
12900;;;GIFT_BASKET;SEASHELLS;69604;2
13000;;SUBMISSION;AMETHYSTS;SEASHELLS;10002;3
13000;;;ROSES;SEASHELLS;14431;5
13100;SUBMISSION;;STARFRUIT;SEASHELLS;5005;5
13300;;SUBMISSION;AMETHYSTS;SEASHELLS;10002;1
13300;;;STARFRUIT;SEASHELLS;5003;1
13400;;SUBMISSION;AMETHYSTS;SEASHELLS;10000;2
13400;;;STARFRUIT;SEASHELLS;5003;1
13600;;SUBMISSION;AMETHYSTS;SEASHELLS;10002;1
13700;;SUBMISSION;STARFRUIT;SEASHELLS;5008;1
13800;;;ROSES;SEASHELLS;14423;10
13900;;SUBMISSION;AMETHYSTS;SEASHELLS;10000;4
14000;;SUBMISSION;AMETHYSTS;SEASHELLS;10002;1
14200;;;ROSES;SEASHELLS;14414;2
14300;;SUBMISSION;AMETHYSTS;SEASHELLS;10000;1
14400;;;ROSES;SEASHELLS;14408;2
14400;;SUBMISSION;AMETHYSTS;SEASHELLS;10002;1
14500;;SUBMISSION;AMETHYSTS;SEASHELLS;10003;8
14600;SUBMISSION;;AMETHYSTS;SEASHELLS;9997;4
14600;SUBMISSION;;AMETHYSTS;SEASHELLS;9998;1
14700;SUBMISSION;;STARFRUIT;SEASHELLS;5002;2
14700;;;CHOCOLATE;SEASHELLS;7748;5
14700;;;AMETHYSTS;SEASHELLS;9998;1
14700;SUBMISSION;;AMETHYSTS;SEASHELLS;9999;2
14900;;;CHOCOLATE;SEASHELLS;7748;5
15000;;;GIFT_BASKET;SEASHELLS;69565;5
15000;;;STARFRUIT;SEASHELLS;5003;1
15000;;SUBMISSION;ORCHIDS;SEASHELLS;1085;5
15200;;;STARFRUIT;SEASHELLS;5007;2
15300;;;GIFT_BASKET;SEASHELLS;69561;6
15400;;;AMETHYSTS;SEASHELLS;9998;3
15500;SUBMISSION;;STARFRUIT;SEASHELLS;5004;10
15600;;;GIFT_BASKET;SEASHELLS;69542;1
15600;SUBMISSION;;AMETHYSTS;SEASHELLS;9998;1
15700;;;CHOCOLATE;SEASHELLS;7746;9
15900;;SUBMISSION;STARFRUIT;SEASHELLS;5006;1
15900;;SUBMISSION;AMETHYSTS;SEASHELLS;10003;1
16000;SUBMISSION;;STARFRUIT;SEASHELLS;5003;9
16100;;;STRAWBERRIES;SEASHELLS;3979;9
16200;SUBMISSION;;AMETHYSTS;SEASHELLS;9997;1
16200;SUBMISSION;;STARFRUIT;SEASHELLS;5003;1
16300;;;STARFRUIT;SEASHELLS;5005;2
16300;SUBMISSION;;AMETHYSTS;SEASHELLS;10000;1
16400;;;GIFT_BASKET;SEASHELLS;69548;1
16500;;;STRAWBERRIES;SEASHELLS;3980;11
16800;;SUBMISSION;STARFRUIT;SEASHELLS;5007;4
16900;;;CHOCOLATE;SEASHELLS;7746;6
17000;;;ROSES;SEASHELLS;14401;2
17100;;SUBMISSION;AMETHYSTS;SEASHELLS;10003;2
17100;;SUBMISSION;STARFRUIT;SEASHELLS;5009;2
17200;SUBMISSION;;AMETHYSTS;SEASHELLS;10000;2
17200;;;STARFRUIT;SEASHELLS;5006;6
17500;;SUBMISSION;AMETHYSTS;SEASHELLS;10002;1
17500;;SUBMISSION;STARFRUIT;SEASHELLS;5009;1
17600;;;CHOCOLATE;SEASHELLS;7747;6
17700;;;STRAWBERRIES;SEASHELLS;3983;10
17700;;;STRAWBERRIES;SEASHELLS;3981;8
17900;;;CHOCOLATE;SEASHELLS;7747;8
17900;;SUBMISSION;STARFRUIT;SEASHELLS;5007;3
17900;SUBMISSION;;STARFRUIT;SEASHELLS;5004;1
17900;SUBMISSION;;AMETHYSTS;SEASHELLS;9997;1
17900;;;STARFRUIT;SEASHELLS;5008;1
18000;;;STRAWBERRIES;SEASHELLS;3980;8
18000;SUBMISSION;;AMETHYSTS;SEASHELLS;9999;6
18300;;;STRAWBERRIES;SEASHELLS;3979;8
18300;;SUBMISSION;STARFRUIT;SEASHELLS;5007;1
18400;;;ROSES;SEASHELLS;14384;7
18500;SUBMISSION;;AMETHYSTS;SEASHELLS;9997;8
19100;;;STRAWBERRIES;SEASHELLS;3979;5
19100;;;CHOCOLATE;SEASHELLS;7743;5
19200;;;STRAWBERRIES;SEASHELLS;3979;9
19200;;SUBMISSION;AMETHYSTS;SEASHELLS;10002;1
19200;;;STRAWBERRIES;SEASHELLS;3978;3
19500;SUBMISSION;;STARFRUIT;SEASHELLS;5002;1
19700;;SUBMISSION;AMETHYSTS;SEASHELLS;10000;5
20100;;SUBMISSION;AMETHYSTS;SEASHELLS;10000;6
20200;SUBMISSION;;AMETHYSTS;SEASHELLS;9998;1
20200;;;GIFT_BASKET;SEASHELLS;69516;7
20500;;SUBMISSION;STARFRUIT;SEASHELLS;5006;1
20500;;;STRAWBERRIES;SEASHELLS;3978;10
20500;;SUBMISSION;AMETHYSTS;SEASHELLS;10002;1
20600;SUBMISSION;;STARFRUIT;SEASHELLS;5001;1
20600;;SUBMISSION;AMETHYSTS;SEASHELLS;10002;1
20700;;;STRAWBERRIES;SEASHELLS;3979;6
20800;;;CHOCOLATE;SEASHELLS;7745;5
20900;SUBMISSION;;AMETHYSTS;SEASHELLS;9999;8
20900;;;CHOCOLATE;SEASHELLS;7744;6
20900;SUBMISSION;;STARFRUIT;SEASHELLS;5002;4
21100;SUBMISSION;;STARFRUIT;SEASHELLS;5002;5
21100;;;AMETHYSTS;SEASHELLS;9998;1
21200;SUBMISSION;;AMETHYSTS;SEASHELLS;9998;1
21300;;;STRAWBERRIES;SEASHELLS;3977;5
21400;;;AMETHYSTS;SEASHELLS;9998;1
21500;;;STARFRUIT;SEASHELLS;5001;1
21500;;;GIFT_BASKET;SEASHELLS;69532;1
21800;;;ROSES;SEASHELLS;14346;5
22000;;SUBMISSION;STARFRUIT;SEASHELLS;5007;15
22100;;;AMETHYSTS;SEASHELLS;9998;7
22200;;SUBMISSION;AMETHYSTS;SEASHELLS;10002;5
22200;;SUBMISSION;STARFRUIT;SEASHELLS;5007;8
22200;;SUBMISSION;AMETHYSTS;SEASHELLS;10003;8
22300;;;AMETHYSTS;SEASHELLS;10002;1
22300;;;CHOCOLATE;SEASHELLS;7752;10
22400;;SUBMISSION;AMETHYSTS;SEASHELLS;10002;4
22400;;SUBMISSION;STARFRUIT;SEASHELLS;5006;2
22400;;;STARFRUIT;SEASHELLS;5006;10
22500;;;GIFT_BASKET;SEASHELLS;69533;6
22600;;SUBMISSION;AMETHYSTS;SEASHELLS;10002;4
22600;;SUBMISSION;AMETHYSTS;SEASHELLS;10002;1
22600;;SUBMISSION;STARFRUIT;SEASHELLS;5008;10
22700;;;STARFRUIT;SEASHELLS;5007;1
22900;;;STRAWBERRIES;SEASHELLS;3979;9
23000;;;GIFT_BASKET;SEASHELLS;69534;1
23200;;SUBMISSION;AMETHYSTS;SEASHELLS;10002;2
23200;;;CHOCOLATE;SEASHELLS;7754;7
23400;;;CHOCOLATE;SEASHELLS;7752;8
23500;;;CHOCOLATE;SEASHELLS;7750;8
23500;;;ROSES;SEASHELLS;14341;4
23600;SUBMISSION;;STARFRUIT;SEASHELLS;5002;1
23700;;;ROSES;SEASHELLS;14336;3
23700;;;CHOCOLATE;SEASHELLS;7750;8
23800;;SUBMISSION;STARFRUIT;SEASHELLS;5006;1
23900;;;STRAWBERRIES;SEASHELLS;3978;6
24100;;SUBMISSION;AMETHYSTS;SEASHELLS;10003;6
24100;;;AMETHYSTS;SEASHELLS;10003;3
24200;;;STRAWBERRIES;SEASHELLS;3978;5
24300;SUBMISSION;;AMETHYSTS;SEASHELLS;9998;7
24400;;;AMETHYSTS;SEASHELLS;10002;1
24400;;SUBMISSION;STARFRUIT;SEASHELLS;5007;1
24400;SUBMISSION;;AMETHYSTS;SEASHELLS;9998;1
24500;;;STARFRUIT;SEASHELLS;5001;1
24600;;;STARFRUIT;SEASHELLS;5006;1
24700;;;CHOCOLATE;SEASHELLS;7749;6
24900;;;AMETHYSTS;SEASHELLS;9998;1
25200;SUBMISSION;;STARFRUIT;SEASHELLS;4999;5
25300;;;CHOCOLATE;SEASHELLS;7753;5
25300;;;STRAWBERRIES;SEASHELLS;3976;8
25500;;;STARFRUIT;SEASHELLS;4999;1
25500;;SUBMISSION;AMETHYSTS;SEASHELLS;10002;2
25500;;;STRAWBERRIES;SEASHELLS;3977;4
25600;;;ROSES;SEASHELLS;14318;10
25600;;;CHOCOLATE;SEASHELLS;7753;8
25800;;SUBMISSION;AMETHYSTS;SEASHELLS;10003;1
25800;;SUBMISSION;STARFRUIT;SEASHELLS;5004;1
25900;;SUBMISSION;STARFRUIT;SEASHELLS;5004;2
25900;;SUBMISSION;AMETHYSTS;SEASHELLS;10003;2
25900;;SUBMISSION;STARFRUIT;SEASHELLS;5003;1
26000;SUBMISSION;;STARFRUIT;SEASHELLS;4999;1
26000;;SUBMISSION;AMETHYSTS;SEASHELLS;10003;1
26000;;SUBMISSION;STARFRUIT;SEASHELLS;5004;1
26200;;;STRAWBERRIES;SEASHELLS;3977;12
26200;;;AMETHYSTS;SEASHELLS;10002;1
26500;;;STRAWBERRIES;SEASHELLS;3976;6
26700;SUBMISSION;;STARFRUIT;SEASHELLS;4999;1
26700;SUBMISSION;;STARFRUIT;SEASHELLS;4999;14
26800;;;STRAWBERRIES;SEASHELLS;3977;7
27200;SUBMISSION;;STARFRUIT;SEASHELLS;5001;12
27300;;;STRAWBERRIES;SEASHELLS;3977;8
27400;;SUBMISSION;STARFRUIT;SEASHELLS;5003;5
27500;;SUBMISSION;STARFRUIT;SEASHELLS;5004;1
27500;;;STRAWBERRIES;SEASHELLS;3975;4
27700;;;AMETHYSTS;SEASHELLS;10002;3
27700;;SUBMISSION;AMETHYSTS;SEASHELLS;10002;2
27900;SUBMISSION;;AMETHYSTS;SEASHELLS;9996;5
28000;SUBMISSION;;STARFRUIT;SEASHELLS;4999;8
28000;;;STARFRUIT;SEASHELLS;4998;1
28100;;SUBMISSION;STARFRUIT;SEASHELLS;5003;1
28100;;SUBMISSION;AMETHYSTS;SEASHELLS;10003;1
28600;;;ROSES;SEASHELLS;14311;3
28600;;;AMETHYSTS;SEASHELLS;10002;3
28600;;;STARFRUIT;SEASHELLS;5001;1
28600;SUBMISSION;;STARFRUIT;SEASHELLS;5001;1
28600;;SUBMISSION;AMETHYSTS;SEASHELLS;10002;2
29100;;;CHOCOLATE;SEASHELLS;7752;8
29200;;;STRAWBERRIES;SEASHELLS;3978;6
29300;;;GIFT_BASKET;SEASHELLS;69496;4
29300;;;GIFT_BASKET;SEASHELLS;69496;1
29400;;;GIFT_BASKET;SEASHELLS;69488;2
29600;;;ROSES;SEASHELLS;14320;2
29600;SUBMISSION;;STARFRUIT;SEASHELLS;4999;3
29700;SUBMISSION;;AMETHYSTS;SEASHELLS;10000;3
29800;SUBMISSION;;AMETHYSTS;SEASHELLS;9997;8
30200;SUBMISSION;;STARFRUIT;SEASHELLS;4999;2
30200;SUBMISSION;;AMETHYSTS;SEASHELLS;9997;8
30200;SUBMISSION;;AMETHYSTS;SEASHELLS;9997;2
30400;;;STRAWBERRIES;SEASHELLS;3978;9
30400;SUBMISSION;;STARFRUIT;SEASHELLS;4999;1
30400;;;CHOCOLATE;SEASHELLS;7752;5
30400;;;STARFRUIT;SEASHELLS;4999;14
30500;;;STARFRUIT;SEASHELLS;4998;1
30500;;SUBMISSION;STARFRUIT;SEASHELLS;5003;2
30500;;SUBMISSION;AMETHYSTS;SEASHELLS;10003;2
30600;;;ROSES;SEASHELLS;14330;2
30700;;SUBMISSION;STARFRUIT;SEASHELLS;5003;1
30800;SUBMISSION;;AMETHYSTS;SEASHELLS;9998;4
30800;;SUBMISSION;STARFRUIT;SEASHELLS;5003;1
30900;;;STRAWBERRIES;SEASHELLS;3976;10
30900;;;ROSES;SEASHELLS;14338;5
31000;;;ROSES;SEASHELLS;14341;1
31100;SUBMISSION;;STARFRUIT;SEASHELLS;4999;1
31100;SUBMISSION;;AMETHYSTS;SEASHELLS;9998;1
31200;;SUBMISSION;ORCHIDS;SEASHELLS;1077;5
31400;;;ROSES;SEASHELLS;14343;1
31400;SUBMISSION;;STARFRUIT;SEASHELLS;4999;1
31500;;SUBMISSION;STARFRUIT;SEASHELLS;5003;1
31700;;;AMETHYSTS;SEASHELLS;10002;1
31900;;SUBMISSION;STARFRUIT;SEASHELLS;5004;1
31900;;SUBMISSION;AMETHYSTS;SEASHELLS;10003;1
32000;;;AMETHYSTS;SEASHELLS;10002;1
32200;;;STARFRUIT;SEASHELLS;5004;1
32300;;;ROSES;SEASHELLS;14331;2
32300;;;STARFRUIT;SEASHELLS;5003;3
32400;;;ORCHIDS;SEASHELLS;1071;2
32400;;;STARFRUIT;SEASHELLS;4999;1
32500;;SUBMISSION;AMETHYSTS;SEASHELLS;10002;1
32600;;;STARFRUIT;SEASHELLS;5000;1
32700;;SUBMISSION;AMETHYSTS;SEASHELLS;10002;2
32700;;;CHOCOLATE;SEASHELLS;7753;10
32800;;;GIFT_BASKET;SEASHELLS;69534;4
32900;;SUBMISSION;STARFRUIT;SEASHELLS;5003;1
32900;;SUBMISSION;AMETHYSTS;SEASHELLS;10003;1
33000;;;AMETHYSTS;SEASHELLS;10002;5
33000;;;STARFRUIT;SEASHELLS;5000;2
33000;SUBMISSION;;AMETHYSTS;SEASHELLS;9997;2
33000;;SUBMISSION;AMETHYSTS;SEASHELLS;10002;3
33100;;SUBMISSION;STARFRUIT;SEASHELLS;5004;1
33200;;SUBMISSION;STARFRUIT;SEASHELLS;5004;1
33300;;;STRAWBERRIES;SEASHELLS;3977;4
33400;;;STRAWBERRIES;SEASHELLS;3977;11
33400;;SUBMISSION;AMETHYSTS;SEASHELLS;10002;3
33400;;;STRAWBERRIES;SEASHELLS;3977;4
33600;;;CHOCOLATE;SEASHELLS;7755;7
33600;;;ROSES;SEASHELLS;14344;1
33800;;;ROSES;SEASHELLS;14340;2
33800;;SUBMISSION;AMETHYSTS;SEASHELLS;10002;1
33900;;;CHOCOLATE;SEASHELLS;7753;5
34300;SUBMISSION;;STARFRUIT;SEASHELLS;4998;1
34300;;;STARFRUIT;SEASHELLS;5000;5
34300;;;STARFRUIT;SEASHELLS;4997;1
34300;SUBMISSION;;AMETHYSTS;SEASHELLS;10000;4
34300;SUBMISSION;;AMETHYSTS;SEASHELLS;9999;1
34400;;;STRAWBERRIES;SEASHELLS;3978;4
34400;;;STRAWBERRIES;SEASHELLS;3978;5
34400;;;ROSES;SEASHELLS;14349;4
34500;;SUBMISSION;AMETHYSTS;SEASHELLS;10002;9
34600;;SUBMISSION;AMETHYSTS;SEASHELLS;10003;2
34600;;;CHOCOLATE;SEASHELLS;7754;5
34800;;;CHOCOLATE;SEASHELLS;7755;8
34800;;;STRAWBERRIES;SEASHELLS;3978;11
34900;SUBMISSION;;STARFRUIT;SEASHELLS;4997;6
34900;;;AMETHYSTS;SEASHELLS;9998;3
35100;;;GIFT_BASKET;SEASHELLS;69555;6
35100;SUBMISSION;;AMETHYSTS;SEASHELLS;9996;2
35100;;;ROSES;SEASHELLS;14343;1
35100;;;STARFRUIT;SEASHELLS;4995;2
35400;;;STARFRUIT;SEASHELLS;4995;2
35400;;;STARFRUIT;SEASHELLS;4995;4
35400;SUBMISSION;;AMETHYSTS;SEASHELLS;9996;2
35800;;SUBMISSION;STARFRUIT;SEASHELLS;4999;1
36000;;;STARFRUIT;SEASHELLS;4995;2
36100;;;AMETHYSTS;SEASHELLS;9998;1
36100;SUBMISSION;;AMETHYSTS;SEASHELLS;9998;1
36400;;SUBMISSION;AMETHYSTS;SEASHELLS;10003;11
36600;;;STARFRUIT;SEASHELLS;4996;3
36800;;;STRAWBERRIES;SEASHELLS;3979;4
37000;;;ROSES;SEASHELLS;14333;5
37100;;;GIFT_BASKET;SEASHELLS;69620;2
37100;;SUBMISSION;STARFRUIT;SEASHELLS;5000;1
37100;;SUBMISSION;STARFRUIT;SEASHELLS;4999;3
37200;;SUBMISSION;STARFRUIT;SEASHELLS;4999;9
37200;;;AMETHYSTS;SEASHELLS;9998;1
37400;;;STRAWBERRIES;SEASHELLS;3981;4
37500;;SUBMISSION;STARFRUIT;SEASHELLS;4999;2
37500;SUBMISSION;;AMETHYSTS;SEASHELLS;9998;1
37600;SUBMISSION;;STARFRUIT;SEASHELLS;4998;1
37600;;;STRAWBERRIES;SEASHELLS;3981;6
37600;SUBMISSION;;AMETHYSTS;SEASHELLS;10000;5
37700;SUBMISSION;;AMETHYSTS;SEASHELLS;9998;1
37800;;;ROSES;SEASHELLS;14342;2
37800;;SUBMISSION;STARFRUIT;SEASHELLS;5000;1
37900;;SUBMISSION;STARFRUIT;SEASHELLS;5000;1
38000;;;CHOCOLATE;SEASHELLS;7755;7
38000;SUBMISSION;;AMETHYSTS;SEASHELLS;9998;4
38100;;SUBMISSION;AMETHYSTS;SEASHELLS;10001;2
38300;;SUBMISSION;STARFRUIT;SEASHELLS;5000;1
38400;;;ROSES;SEASHELLS;14339;4
38400;;SUBMISSION;STARFRUIT;SEASHELLS;5000;14
38500;;SUBMISSION;AMETHYSTS;SEASHELLS;10002;1
38500;SUBMISSION;;AMETHYSTS;SEASHELLS;9999;12
38600;;;GIFT_BASKET;SEASHELLS;69617;1
38700;;SUBMISSION;AMETHYSTS;SEASHELLS;10002;1
39000;SUBMISSION;;STARFRUIT;SEASHELLS;4997;5
39200;SUBMISSION;;STARFRUIT;SEASHELLS;4997;5
39200;SUBMISSION;;STARFRUIT;SEASHELLS;4996;1
39200;;SUBMISSION;STARFRUIT;SEASHELLS;5001;6
39300;;SUBMISSION;STARFRUIT;SEASHELLS;5000;1
39300;;SUBMISSION;AMETHYSTS;SEASHELLS;10002;1
39500;;SUBMISSION;STARFRUIT;SEASHELLS;4999;7
39500;;;ROSES;SEASHELLS;14325;3
39700;SUBMISSION;;STARFRUIT;SEASHELLS;4996;4
39700;;;STRAWBERRIES;SEASHELLS;3976;12
39700;;SUBMISSION;AMETHYSTS;SEASHELLS;10002;1
39800;;;CHOCOLATE;SEASHELLS;7758;6
39800;;SUBMISSION;STARFRUIT;SEASHELLS;5000;1
39900;SUBMISSION;;AMETHYSTS;SEASHELLS;9998;4
40000;;SUBMISSION;STARFRUIT;SEASHELLS;5001;1
